emp_no,last_name,first_name,gender,to_date,salary
39409,Leslie,Zhilian,M,1991-11-09,41548
39444,Majewski,Huican,F,1993-06-01,75905
39462,Luit,Basil,F,1986-09-29,41412
39474,Kilgore,Zorica,F,1993-06-21,40697
39603,Pelc,Shugo,F,1993-03-25,62753
39501,Baalen,Jaana,F,1987-09-01,40000
39631,Simmel,Jiafu,M,1986-12-10,79889
39636,Deville,Muzhong,M,1989-11-12,70782
39506,Lubachevsky,Hatsukazu,M,1990-04-29,40000
39647,Massonet,Aamer,F,1997-11-26,55875
39648,Lanphier,Gad,F,1998-04-11,85292
39523,Snedden,Niclas,F,1994-12-15,55356
39652,Keirsey,Kitty,F,1986-05-22,47633
39656,Nannarelli,Annemarie,M,1988-02-07,75928
39658,Flexer,Cullen,M,1989-11-01,40000
39526,Rouquie,Sadok,M,1988-04-22,40000
39674,Atrawala,JoAnna,M,1999-04-04,40000
39533,Pettit,Urs,M,2000-09-28,58823
39684,Dratva,Kokou,F,1988-08-08,59743
39534,Trystram,Venkatesan,F,1986-07-30,51458
39689,Parveen,Ziya,F,1998-09-03,45051
39587,Hoppenstand,Irena,M,1986-12-22,41509
39705,Vidal,Kinh,M,1986-11-12,58025
39712,Muchinsky,Chirstian,M,1989-10-29,75967
39719,Unno,Yagil,F,1998-02-04,43024
39729,Awdeh,Fan,M,1987-06-21,40000
39730,Mattern,Shirish,M,1986-04-17,40000
39735,Ashish,Morris,M,1999-01-28,46780
39738,Gerteisen,Arvin,F,1995-10-19,40000
39743,Piazza,Leucio,M,1993-09-06,49429
39747,Montresor,Pohua,F,1989-03-25,40000
39595,Ramras,Vishv,M,1993-03-19,40000
39756,Litecky,Dmitri,M,1986-03-15,77527
39759,Varker,Faiza,F,1989-05-01,50964
39806,Rosenbaum,Shuzo,M,1994-05-27,80871
39812,Peres,Marit,F,1995-09-18,42858
39820,Range,Willard,M,1989-02-13,59212
39821,Schwartzbauer,Percy,M,1992-07-13,53469
39846,Riesenhuber,Shawna,F,1990-04-08,90781
39852,Guenter,Willard,F,1987-09-10,78900
39854,McClurg,Sanjay,F,1996-11-20,40000
39868,Tomescu,Adas,M,1987-04-18,42251
39873,Joslin,Kankanahalli,F,1992-02-28,40000
39875,Magliocco,Jaideep,M,2000-01-24,40000
39876,Llado,Quingbo,M,1994-03-30,64090
39880,Karunanithi,Turgut,M,1990-11-13,79958
39883,Luan,Moriyoshi,M,1995-06-06,40000
39889,Menhoudj,Pranav,M,1988-03-10,66236
39890,Valiente,Sanjai,M,1987-12-07,80691
39900,Schach,Adas,F,1997-07-14,40000
39909,Ozeki,Nectarios,F,1989-06-29,56365
39917,Besselaar,Guoxiang,F,1988-07-25,40000
39930,Paludetto,Kitty,M,1991-11-28,66694
39780,Gyorkos,Alain,F,1990-06-05,60930
39784,Ossenbruggen,Venkatesan,M,1987-11-04,56339
39940,Hiraishi,Kazuhisa,M,1988-09-22,44130
39941,Tanemo,Gino,M,1987-02-16,46110
39949,Schlegelmilch,Ziya,F,1987-11-18,62669
39971,Antonisse,Odoardo,M,1993-10-20,52482
39979,Cardazo,Serenella,F,1987-02-10,62086
39981,Biran,Renee,M,1989-09-28,44156
39985,Perez,Sergi,F,1991-05-14,40000
39988,Spelt,Anoosh,M,1987-03-01,40000
39990,Katalagarianos,Jingling,M,1986-07-12,40000
39992,Gadepally,Mohit,M,1989-10-04,54972
39995,Deverell,Marko,F,1989-12-04,62346
40000,Asser,Nishit,M,1993-08-21,57473
40008,Nittel,Yucai,M,1987-07-03,40000
40010,Ferriere,Mingdong,F,1988-11-18,57690
40018,Beidas,Yongmao,F,1989-09-05,40000
40021,Delgrande,Parto,F,2000-08-01,72516
40023,Asmuth,Ortrun,M,1986-07-14,48009
40028,Hofman,Wuxu,F,1989-11-13,51480
40029,Braccini,Aruna,M,1988-05-22,68008
40035,Kleiser,Anyuan,M,1988-01-23,83081
40045,Czap,Hairong,M,1986-11-03,56775
40057,Kalloufi,Ghassan,F,1987-11-06,76287
40072,Cmelik,Morrie,M,1987-07-31,40000
39966,Beidas,Utpal,F,1989-05-29,46206
40106,Mukaidono,Zdislav,M,1987-10-14,48937
40113,Wissmann,Rosine,M,2000-10-17,52083
40118,Uludag,Fen,F,2000-10-25,46413
39969,Conia,Mark,M,1990-07-11,40000
40127,Callaway,Kauko,M,1990-09-07,49058
39970,Sgarro,Sachar,M,1988-09-10,78546
40131,Asser,Moti,F,1988-03-07,57765
40134,Brlek,Caolyn,F,1995-12-05,45538
40156,Cooman,Dhritiman,M,1994-08-21,73828
40147,Gaughan,Padma,M,1986-02-17,40000
40161,Guardalben,Premsyl,M,1992-03-20,44569
40168,Frezza,Miquel,F,1995-07-13,40000
40169,Isaac,Remco,M,1989-06-07,74199
40185,Garnick,Miyeon,M,1988-11-17,48366
40360,Miyakawa,Harjit,M,1989-08-22,40000
40364,Harllee,Limsoon,M,1988-02-02,85099
40188,Serot,Mansur,F,1998-01-24,40000
40373,Mateescu,Diederik,M,1989-09-26,57274
40205,Provine,Genevieve,F,1987-07-02,48463
40389,Kobuchi,Mong,F,1998-11-15,54860
40391,Barriga,Tadahiko,F,1991-09-03,51481
40392,Genther,Qunsheng,M,1988-08-19,58839
40217,Shokrollahi,Padma,F,1988-10-30,73014
40398,Szilard,Radhia,M,1987-05-17,59898
40225,Schieder,Shakhar,F,1987-09-28,56016
40226,Benantar,Hyuncheol,M,1996-02-14,65346
40423,Ligten,Gita,M,1989-05-29,49072
40424,Ghazalie,Niteen,M,1987-01-28,40000
40427,Merks,Aloke,F,1995-12-09,61770
40244,Janetzko,Saniya,F,1988-09-20,55994
40428,Veldwijk,Rosalie,F,1992-03-20,70829
40245,Bael,Yucai,M,1995-09-18,43076
40250,Birta,Jamaludin,F,1999-11-25,44232
40463,Tokunaga,Rafail,M,1998-10-16,40000
40272,Gonthier,Taizo,F,1986-07-25,40000
40465,Brendel,Khoa,M,1989-02-23,43862
40471,Straney,Shir,M,1997-12-25,40488
40474,Duclos,Bodo,M,1988-10-16,71797
40484,Chiodo,Aria,M,1988-03-09,40000
40486,Kopetz,Leen,M,1998-10-03,56273
40487,Gulik,Valery,F,1993-07-01,40000
40489,Bugrara,Yongmao,F,1997-10-02,40829
40494,Lung,Elliott,M,1994-09-10,62052
40313,Staylopatis,Turgut,M,1988-07-28,49088
40511,Alencar,Radhia,M,1988-02-29,45087
40512,Melton,Kwangjo,F,1994-12-12,65684
40517,Mattern,Hironoby,F,1989-12-28,40000
40520,Gajiwala,Danny,M,2000-10-15,66529
40522,Kinley,Krisda,F,1986-02-28,40000
40318,Vingron,Shin,F,1989-08-30,40000
40528,Litvinov,Yannik,F,1990-04-24,57748
40531,Kalefeld,Etsuo,F,1998-05-29,58929
40321,Ouhyoung,Hinrich,M,1989-12-30,40148
40533,Aingworth,Kiyotoshi,M,1986-12-18,40000
40325,Gist,Vincent,F,1991-05-07,40000
40551,Terkki,Lillian,F,1997-10-04,40000
40714,Covnot,Lijie,M,1987-07-05,81620
40555,Manders,Yahiko,M,1986-12-10,65368
40556,Baaz,Murthy,F,1993-03-30,73750
40563,Munos,Hongzhu,F,2001-01-30,40000
40574,Ratnakar,Susumu,F,2000-03-31,40000
40587,Genin,Xiping,F,1989-04-30,42759
40592,Gniady,Yucai,M,1991-07-09,40000
40597,Limongiello,Fumiyo,M,1987-07-11,49354
40739,Itzfeldt,Kazuhiko,F,1990-09-10,61851
40600,Bazzichi,Arch,F,1995-08-18,40000
40615,Karner,Jacopo,M,1990-12-28,40000
40762,Tanemo,Tze,M,1997-05-06,57456
40631,Alameldin,Frazer,M,1989-07-17,40000
40641,Papadias,Eishiro,M,1998-07-31,63394
40647,Basagni,Mitsuyuki,M,1996-02-22,57576
40764,Senzako,Shuky,F,1990-09-21,69996
40769,Covnot,Seongbin,F,1989-11-16,40000
40660,Erbe,Piyush,F,1989-04-04,65305
40770,Nitta,Jiang,M,1986-09-26,63213
40668,Makinen,Heon,M,1987-08-31,40000
40777,Birdsall,Jeong,M,1989-04-26,40000
40672,Pfau,Yinlin,M,1986-04-02,52697
40779,Begiun,Itzchak,M,1988-11-17,40000
40685,Bugrara,Shawna,M,1993-04-02,65968
40782,Bodoff,Mitchel,M,1994-09-17,53078
40696,Siprelle,Torsten,M,1986-07-12,81157
40786,Whittlesey,Gretta,F,1988-01-04,40000
40802,Ecklund,Baocai,M,1986-03-02,40839
40810,Baak,Jingling,M,1987-04-05,43468
40815,Servieres,Bouchung,M,1990-06-14,40000
40904,Willoner,Fumiko,F,1988-08-16,40000
40907,Rando,Jaana,M,1986-04-05,57079
40824,Kleiser,Serap,F,1989-03-15,40000
40910,Chimia,Tamiya,M,1991-03-15,40000
40829,Mitzlaff,Jianhui,M,1989-04-30,58904
40932,DuBourdieux,Kolar,F,1988-05-24,45478
40834,Fritzsche,Elzbieta,F,1990-12-16,42735
40839,Otillio,Prodip,M,1989-04-29,48531
40946,Mahmud,Fumitake,F,1988-03-13,46334
40841,Lindqvist,Masako,M,1991-09-24,40000
40853,Guardalben,Terresa,M,1997-12-11,40000
40977,Sinicrope,Elvia,F,1999-09-14,85663
40868,Malabarba,Limsoon,F,1992-07-27,40548
40987,Sidou,Zeljko,F,1994-06-15,40000
40997,Nations,Ranan,F,1989-08-15,40000
40869,Snedden,Flemming,F,1987-06-28,43224
40872,Cunliffe,Qunsheng,M,1988-08-25,59283
40881,Acton,Hatem,F,1988-10-25,40000
40891,Kaltofen,Jinya,M,1988-03-14,61702
41039,Bala,Subhankar,M,1986-10-08,40000
41046,Borstler,Arvin,M,1988-08-29,43176
41081,Mikschl,Faiza,F,1987-01-21,40000
41074,Siochi,Leen,M,1987-02-01,95738
41077,Walston,Amalendu,M,1988-04-29,61355
41110,Manders,Munehiko,M,1987-08-23,55739
41274,Giveon,Mari,M,1987-01-18,47643
41122,Hoppenstand,Guenter,M,1986-11-14,82505
41280,Czap,Felicidad,M,1998-10-11,88826
41283,Tetzlaff,KayLiang,F,1986-05-26,52746
41292,Thombley,Premsyl,M,1988-07-20,40000
41298,Cesareni,Elvia,F,1986-08-29,74563
41301,Cochrane,Shuichi,F,1986-04-14,40000
41304,Ulupinar,Kristian,F,1987-06-04,40000
41313,Nitto,Gino,M,1988-11-26,42736
41319,Unni,Mototsugu,M,1995-02-28,62785
41363,Siepmann,Ronghao,F,1998-02-22,74383
41371,Decaestecker,Luise,M,1989-08-27,57056
41373,Veevers,Mona,M,1989-04-11,67890
41374,Schurmann,JiYoung,M,1999-11-18,40000
41140,Bail,Tonny,M,1987-05-18,74619
41147,Chimia,Abdelaziz,M,1986-08-14,40000
41399,Broomell,Xiaoheng,M,1993-12-27,40000
41404,Isaak,Marco,M,1989-02-11,54030
41149,Wiegley,Alain,F,1989-11-26,40000
41173,Aseltine,Maren,F,1995-03-29,42081
41422,Ramamoorthy,Franziska,M,1987-10-06,40000
41432,Dymetman,Basim,M,1987-07-06,65558
41179,Vecchi,Masamitsu,F,1998-09-07,40000
41437,Farrel,Christoper,M,1991-03-28,44964
41441,Shigei,Pasqua,M,1990-05-27,40000
41181,Delgrossi,Paddy,M,1987-02-13,40000
41184,Ranze,Nikolaus,F,1989-05-14,55776
41187,Maquelin,Jacqueline,M,1999-10-17,41604
41197,Stille,Vesna,M,1992-07-20,61924
41460,Rodiger,Martial,F,1991-05-01,53034
41198,Christianini,Janalee,M,1997-02-06,40000
41200,Leppanen,Huei,M,1999-09-10,40000
41205,Cusworth,Charlene,M,1991-11-09,75669
41215,Wursthorn,Moon,F,1987-03-21,50752
41487,Cummings,Aemilian,M,1986-09-02,58494
41498,Masamoto,Susanne,M,1988-10-20,45952
41228,Hebert,Jacopo,M,1989-06-04,40000
41514,Iisaku,Magy,M,1986-04-11,49760
41232,Millington,Yuriy,M,1989-06-29,42328
41527,Oxman,Hisao,F,1988-06-29,75220
41239,Rajaraman,Malu,F,1989-07-18,70272
41533,Parhami,Visit,M,1988-12-08,40000
41247,Zhiwei,Kristinn,F,1989-07-18,47654
41553,Peltason,Tokuyasu,F,1989-11-04,58051
41554,Halloran,Rajmohan,M,1993-03-01,64937
41251,Glinert,Arne,F,1997-12-31,94297
41644,Marakhovsky,Georg,F,1987-04-24,73942
41581,Azumi,Vitali,M,1998-06-20,40000
41583,Thorensen,Holgard,F,1987-06-03,57443
41587,Sankaranarayanan,Lokesh,F,1988-10-22,41337
41593,Grabner,Susuma,M,1989-08-04,40000
41604,Botman,Tadanori,F,1998-08-16,41782
41610,Staudhammer,Serge,M,1991-06-16,40000
41612,Provine,Mariangiola,M,1989-05-25,46111
41661,Hofman,Masadi,F,1993-06-03,50628
41628,Claffy,Josyula,F,1989-05-04,51886
41667,Facello,Barna,F,2000-12-09,40000
41673,Matzel,Armond,M,1986-03-24,59816
41674,Yemenis,Abdelghani,M,1986-03-10,40000
41824,Luby,Kendra,F,1996-07-22,40000
41677,Gimarc,Eben,M,1988-03-09,70041
41682,Ecklund,Alselm,M,1991-04-20,88875
41836,Passino,Akhilish,F,1998-03-22,40000
41710,Haldar,Weiru,M,1988-06-25,59888
41857,Beznosov,Munehiko,M,1987-01-03,51412
41863,Herbst,Dipayan,M,1997-12-31,44460
41864,Gulla,Kazuhito,M,1990-05-11,76595
41871,Waeselynck,Stevo,F,1986-09-25,40000
41724,Bage,Faiza,M,1986-04-02,49067
41874,Asmuth,Badri,F,1996-10-03,74204
41885,Validov,Val,F,1987-02-16,68151
41888,Oehlmann,Vitali,F,1991-10-24,60903
41889,Zumaque,Basim,M,1988-04-21,56719
41727,Paludetto,Rosella,F,1993-10-21,61871
41894,Mandell,Zeydy,M,1987-08-24,40000
41743,Lunt,Aamer,M,1989-05-22,48669
41902,Zweizig,Zongyan,M,1987-04-01,40000
41909,McAlpine,Toshimitsu,M,1987-06-07,40000
41917,Schlumberger,Fumitake,F,1989-09-04,69069
41746,Greenaway,Zita,M,1996-01-09,40493
41754,Hanabata,Rosita,F,1992-01-02,59888
41939,Usery,Kwangho,M,1986-07-28,52241
41940,Anick,Dmitry,M,1989-05-06,52026
41944,Parhami,Vishwani,M,1988-10-07,55510
41759,Lagarias,Charmane,F,1986-05-16,80164
41767,Thiran,Leszek,M,2000-08-13,56500
41956,Thiria,Rajmohan,F,1989-09-28,40000
41772,Decaestecker,Leon,F,1987-05-26,62906
41973,Massonet,Mantis,M,1988-08-17,68064
41786,Hmelo,Krister,F,1986-08-30,40000
41979,Bage,Hilary,F,1989-11-15,40000
41983,Wixon,Luise,M,1987-12-22,40000
41792,Lowrie,Guther,M,1995-04-28,82485
41798,Akaboshi,Margareta,F,1990-10-21,46925
41808,Varley,Filipp,M,1991-12-13,40000
41809,Puppe,Shen,M,1987-09-30,40000
42007,Pokrovskii,Tsz,M,1988-08-31,56974
42202,Ginesta,Hyuckchul,M,1989-05-02,69151
42019,Roisin,Mayumi,F,1987-09-17,40000
42020,Matzat,Nobuyoshi,M,1987-05-14,40000
42024,Serdy,Dipayan,F,1998-01-07,40000
42033,Compeau,Reuven,F,2000-11-30,60624
42046,Millington,Waiman,M,1999-07-26,53233
42047,Ambroszkiewicz,Sahrah,M,1986-05-28,44306
42053,Lores,Demin,M,1991-02-06,40000
42059,Czap,Jianhui,F,1998-05-02,60089
42209,Leonhardt,Kensyu,M,1999-08-09,40000
42075,Gruenwald,Sergi,F,1987-11-10,40000
42221,Fortenbacher,Godehard,F,1990-10-22,52005
42082,Compeau,Gritta,F,1993-11-15,55819
42083,Schahn,Kotesh,M,1989-01-05,40000
42223,Vidal,Salvador,M,1989-05-06,43758
42104,Plesums,Dante,F,1987-09-18,40000
42233,McConalogue,Holgard,F,1994-10-27,54841
42243,Fendler,Jaana,M,1988-03-28,69787
42125,Besancenot,Subhankar,M,1998-01-18,42367
42268,Danner,Claude,F,1988-04-25,46187
42135,Huttel,Ashish,M,1998-03-08,66377
42139,Isaak,Tru,F,1991-10-27,40373
42153,Ecklund,Shushma,F,2000-11-30,74913
42159,Bala,Ipke,M,1987-02-07,66459
42271,Halevi,DAIDA,M,1986-10-28,66875
42274,Grospietsch,Gal,M,1999-12-28,40000
42173,Matheson,Nishit,M,1988-10-16,40612
42174,Schahn,Vishv,M,1999-07-18,40000
42277,Codenie,Martina,F,1989-12-17,77425
42181,Tiemann,Eldridge,M,1999-12-04,50280
42184,Kusalik,Prasadram,F,1999-02-10,61968
42185,Kaminger,Renee,M,1996-12-31,41027
42188,Niizuma,Ravishankar,M,1988-11-27,51942
42298,Kalefeld,Tru,M,1987-08-09,40000
42305,Mikschl,Tsz,F,2000-09-19,43172
42380,Dulli,Gou,M,1997-04-11,45963
42318,Fasbender,Yucai,F,1986-04-11,40000
42389,Hinsberger,Eric,M,1986-04-06,69138
42402,Rosis,Gererd,F,1987-05-30,42261
42405,Hmelo,Mari,M,1987-09-15,40000
42410,Falster,Marjo,F,2001-01-08,40000
42419,Shobatake,Heekeun,M,1992-10-02,40000
42424,Picco,Adin,M,1999-09-16,40000
42425,Ulupinar,Insup,M,1986-02-04,45191
42434,Lagarias,Diederik,M,1993-11-09,75431
42444,Kobuchi,Seongbin,M,1986-03-24,40000
42460,Vrecion,Angel,F,1986-02-20,45978
42469,Hiltgen,Sham,M,1988-05-25,40000
42471,Molenaar,Susanna,M,1988-03-22,40000
42341,Cangellaris,Haldun,M,1989-09-20,55897
42478,Biros,Kristin,M,1987-06-21,55244
42488,Menhardt,Angel,F,1989-07-18,48657
42498,Bojadziev,Limsoon,M,1988-08-13,59559
42499,Yavatkar,Palash,M,1992-07-09,40000
42504,Nastansky,Krisda,M,1988-04-20,51874
42352,Chaudhuri,Tuval,M,2000-04-12,40000
42358,Narwekar,Lech,F,1986-11-25,40000
42360,Itschner,Arunachalam,F,1987-01-10,49051
42541,Aingworth,Ferdinand,M,1988-02-19,40000
42366,Maksimenko,Chriss,M,1987-08-08,40417
42553,Slutz,Felicidad,M,1998-06-06,40000
42371,Mersereau,Pragnesh,M,1990-05-30,89143
42746,Billawala,Manu,M,1987-12-10,63771
42756,Bahk,Kotesh,M,1995-06-15,71985
42764,Preusig,Marit,F,1990-10-09,40000
42580,Valtorta,Zvonko,M,1995-10-01,59256
42583,Henseler,Joydip,M,1986-08-05,75901
42765,Bresenham,Filipp,F,2000-12-17,58435
42590,Billawala,Basim,F,1989-10-29,46900
42591,Eppinger,Lakshmi,M,1994-10-13,51629
42773,Zirintsis,Claude,M,1988-09-11,61216
42781,Dechter,Xinyu,M,1996-06-30,40000
42606,Hartvigsen,Moti,M,1993-03-17,78409
42617,Kawashimo,Thodoros,M,1999-05-05,40000
42788,Ouhyoung,Geoffrey,M,1988-10-01,40000
42623,Decleir,Tayeb,M,1998-02-08,67798
42817,Ulupinar,Mohd,M,1993-10-20,67706
42642,Broder,Bluma,M,1992-04-16,102424
42650,Horswill,Neven,M,1987-10-22,79698
42663,Barreiro,Lech,M,1986-03-24,48741
42818,Jenevein,Radhakrishnan,M,1989-03-08,53858
42821,Anily,Xumin,M,1999-07-11,64939
42828,Fiutem,Val,F,1987-10-05,50054
42681,Molenkamp,Radhakrishnan,F,1998-06-18,54461
42684,Dengi,Behnaam,M,1987-07-29,40000
42686,Wossner,Tadanori,F,2000-12-11,40000
42830,Poupard,Tze,M,1987-07-31,44467
42838,Giaccio,Samphel,F,1989-01-18,55207
42708,Petereit,Hitomi,M,1986-03-03,49449
42839,Cannard,Remzi,F,1986-09-10,63618
42850,Kornyak,Demos,F,1986-11-02,48482
42856,Ranka,Xiaoqiu,F,1989-02-12,62039
42870,Whittlesey,Arch,F,1996-03-15,40000
42886,Malabarba,JoAnna,M,1987-12-12,66633
42933,Pleszkun,Zhiwei,F,1988-10-12,49736
42936,Nitsche,Chuanti,F,1986-06-28,97540
42892,Suppi,Faiza,F,1993-09-05,40000
42942,Bolotov,Mansur,F,1999-08-02,40000
42894,Bashian,Arto,M,1992-03-22,54260
42949,Kawashima,Mokhtar,M,1986-09-08,44164
42903,Syang,Kazuhito,F,1989-03-08,40000
42912,Gecsei,Jacopo,M,1998-12-30,56897
42929,Hegner,Sven,M,1991-08-31,40000
42998,Boyle,Fei,M,1989-10-10,40000
42930,Berztiss,Izaskun,M,1991-05-02,46579
43132,Zumaque,Pramod,F,2001-01-12,46069
43013,Petersohn,Mechthild,M,1986-07-26,49759
43014,Olivero,Vitali,F,1989-04-22,85066
43035,Picaronny,Sven,M,1986-02-09,40000
43040,Nittel,Ulises,M,1994-10-24,69716
43044,Gustavson,Masako,M,2000-02-12,58333
43045,Birke,Howell,M,1989-07-01,55441
43161,Percebois,Ranan,M,1986-04-04,40000
43058,Pearson,Hauke,M,1997-11-01,46940
43065,Vitiello,Chinya,F,1997-05-23,40000
43068,Halloran,Nikolaos,M,1988-05-21,40000
43073,Andreotta,Urs,F,1986-09-25,57625
43078,Wuwongse,Radhia,F,1991-12-31,77051
43080,Piancastelli,Leucio,M,1997-07-31,40000
43083,Bennis,Candido,F,1988-08-24,60825
43084,Leijenhorst,Babette,M,1987-08-15,43792
43181,Iisaka,Hugh,F,1997-03-30,62518
43107,Verspoor,Tooru,F,1987-06-24,64672
43108,Perz,Nevin,M,1992-03-08,67152
43184,Delgrande,Uri,M,1992-07-04,50368
43114,Kamble,Yurii,M,1988-04-18,45216
43185,Kisuki,Alselm,F,1989-06-13,40000
43189,Ranft,Oscal,M,1989-05-25,62408
43196,Socorro,Along,M,1991-12-21,40000
43198,Himler,Constantine,F,1988-06-22,55977
43200,Plessier,Geraldo,M,1999-03-24,52152
43203,Androutsos,Chuanyi,F,2000-06-25,57858
43306,Zweizig,Frederique,F,1990-09-05,57336
43308,Validov,Hauke,M,1986-11-25,40000
43207,Shihab,Itzchak,M,1989-04-07,43618
43318,Boyle,Rasikan,M,1991-03-01,40000
43215,Garnham,Richara,F,1989-03-28,64293
43217,Pappas,DAIDA,M,1988-08-01,55100
43222,Angelopoulos,Lenore,M,1986-05-18,95505
43348,Gonthier,Berry,F,1989-07-05,40000
43353,Arlazarov,Mang,M,2000-03-30,53973
43229,Broomell,Uzi,F,1998-11-04,56682
43367,Kisuki,Conal,F,1997-12-20,62045
43241,Kisuki,Adam,M,1996-04-19,71985
43373,Serov,Wanqing,F,1989-03-04,50872
43387,Syang,Fuqing,M,1988-11-12,57988
43249,Vitiello,Bedrich,M,1989-10-10,90940
43252,Kowalchuk,Christ,M,1986-03-14,40000
43273,Hiltgen,Charmane,M,1988-10-03,59083
43410,Masand,Pranas,F,1989-07-13,42336
43420,Kolinko,Ziya,M,1987-01-31,60747
43423,Michaeli,Menkae,M,1995-05-11,54352
43289,Biran,Satosi,M,1989-02-24,53609
43438,Zultner,Sampalli,M,1992-07-12,75609
43445,Calkin,Sudhanshu,M,1994-03-03,52065
43447,Gente,Lakshmi,M,1997-09-23,66055
43448,Preusig,Gilbert,M,1992-02-16,47038
43300,Aseltine,Francesca,F,1996-08-21,40000
43461,Birrer,Chiranjit,F,1999-06-17,40000
43487,Ducloy,Kristof,M,1996-06-03,55035
43491,Kroha,Barry,M,1987-08-10,40000
43500,Bennis,Maria,F,1989-01-28,40355
43678,Bernick,Shawna,F,1986-07-23,73684
43573,Nicolson,Jianwen,F,1987-06-28,40000
43689,Bugrara,Almudena,M,1988-07-30,56132
43691,Baalen,Kazuhira,M,1988-11-23,73340
43708,Streng,Zhongwei,F,1987-08-26,78503
43709,Munck,Mohua,F,1998-06-20,98736
43727,Kilgore,Mats,M,1995-10-29,40000
43737,Beerel,Debatosh,F,1994-05-04,62498
43745,Thambidurai,Temple,M,1994-11-10,94985
43756,Himler,Minghong,M,1988-10-13,66947
43577,Birke,Torsten,M,1990-08-30,40000
43582,Demizu,Kankanahalli,M,1989-08-30,59155
43776,Feldhoffer,Xuedong,M,1995-01-26,44288
43783,Hmelo,Houman,F,1991-01-07,50026
43806,Fontan,Chenye,M,1989-01-12,40000
43820,Botman,Keung,F,1995-04-26,40000
43854,Lally,Kwee,F,1992-07-31,47416
43584,Pokrovskii,Houman,F,1995-12-09,40000
43594,Hoogerwoord,Moni,F,1997-08-05,68494
43605,Rodite,Boalin,M,1994-11-19,91158
43616,Montemayor,Conor,F,1997-11-10,40000
43878,Furedi,Karoline,F,1989-10-19,40000
43883,Aseltine,Zhigen,M,1987-01-23,40000
43624,Pesch,Tokuyasu,M,1986-03-26,116058
43887,Giveon,Kwan,F,1992-03-10,40000
43900,Thombley,Monique,M,1992-09-10,52400
43627,Armand,Jungsoon,F,1988-08-04,40000
43649,Petersohn,Idoia,M,1986-02-23,63987
43932,Seiwald,Zhensheng,M,1988-02-13,42100
43941,Zambonelli,Khatoun,F,1988-06-15,84332
43942,Rassart,Bedir,F,1986-10-11,40000
43945,Thisen,Guozhong,M,1992-11-17,68312
43659,Pouyioutas,Aron,M,1998-12-24,86197
43946,Swist,Kankanahalli,M,1987-11-23,40000
43948,Kroha,Kwangyoen,M,1988-06-11,50318
44042,Ladret,Susuma,M,1996-03-03,64759
43963,Covnot,Sanjeeva,M,1986-04-01,58732
43965,Hasham,Syozo,M,1990-08-07,71933
43966,Miculan,Serif,F,1989-09-28,40000
43983,Capobianchi,Goa,M,1988-11-28,43404
43986,Haumacher,Ghassan,F,1990-01-30,66436
44043,Lakshmanan,Dmitri,F,1996-03-09,57653
43996,Bodoff,Hiroyasu,F,1989-06-24,57941
44060,Brattka,Luigi,M,1998-06-07,40000
44011,Karner,Panayotis,F,1990-10-23,45086
44015,Limongiello,Yuguang,F,1997-11-24,48015
44022,Dayang,Chiranjit,F,2000-09-22,40000
44070,Onuegbe,Luerbio,M,1993-04-20,71639
44029,Heping,Karlis,M,1986-12-24,53110
44087,Glinert,Claudi,F,1987-12-24,40000
44088,Ohori,Uwe,M,1997-11-06,40000
44229,Luft,Bojan,F,1988-06-08,52310
44097,Luga,Shim,M,1987-10-28,60923
44240,Famili,Deniz,M,1989-09-06,44513
44099,Gruenwald,Shridhar,M,1988-02-28,47876
44251,Haldar,Martine,M,1988-03-02,41526
44256,Krzyzanowski,Doohun,F,1988-02-29,40000
44100,Bresenham,Guozhong,M,1989-08-02,46098
44262,Petereit,Sanjit,F,1988-03-31,56245
44110,Kalloufi,Duri,F,1987-02-03,40000
44111,Streit,Sugwoo,F,1986-07-23,49351
44285,Chimia,Keiichiro,F,1996-07-14,40000
44288,Baja,Ingemar,M,1994-01-28,48521
44125,Conia,Douadi,F,1988-07-03,70912
44292,Georg,Alexius,M,1988-01-18,40000
44293,Vakili,Sachem,M,1987-05-22,40000
44301,Nivat,Fatemeh,F,1994-11-06,41760
44130,Winter,Zongyan,M,1998-08-13,40000
44135,Neimat,JoAnna,F,1995-08-02,40000
44326,Verspoor,Dmitri,M,1990-02-15,89279
44148,Marchesini,Fun,F,1989-12-06,40000
44354,Garnier,Basant,F,1986-02-27,60932
44164,McClure,Becky,M,1998-05-09,40000
44366,Chinal,Alois,M,1990-08-25,72676
44375,Isard,Emran,F,1993-02-23,79175
44165,Heuser,Greger,F,1989-06-23,40000
44178,Schmezko,Jackson,F,1986-07-06,90146
44392,Shigei,Bedir,M,1986-03-11,42369
44393,Douceur,Turgut,M,1992-03-08,40000
44394,Thombley,Eran,M,1998-12-19,72836
44395,Eastman,Mario,M,1987-01-25,82198
44397,Mitsuhashi,Moon,M,1986-05-14,40993
44184,Birnbaum,Maya,F,1989-03-01,40000
44189,Mitzlaff,Shaibal,M,1998-01-27,59748
44193,Billingsley,Fatemeh,F,2000-01-03,40000
44195,Boyle,Hatem,F,1988-06-02,40000
44197,Krichel,Geraldo,M,1988-09-10,40000
44425,Businaro,Yinghua,M,1986-05-24,51444
44224,Selenyi,Shietung,F,1987-10-22,40000
44435,Spelt,Odinaldo,M,1987-03-12,40000
44442,Gente,Atilio,F,1996-08-03,83981
